127.0.0.1 - - [19/Aug/2022:13:09:12 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:41 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:42 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:48 +0530] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:48 +0530] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:49 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:49 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:50 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:50 +0530] "GET /medicare/json/data/all/products?_=1660900970283 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:50 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:56 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:58 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:58 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:59 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:52:59 +0530] "GET /medicare/json/data/all/products?_=1660900979660 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:53:54 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:56:32 +0530] "GET /medicare/show/2/product HTTP/1.1" 200 7190
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:56:33 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:56:37 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:56:37 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:56:37 +0530] "GET /medicare/json/data/all/products?_=1660901197829 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:49 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:50 +0530] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:51 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:52 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:58 +0530] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:59 +0530] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:59 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:14:59:59 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:00:00 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:00:01 +0530] "GET /medicare/json/data/all/products?_=1660901400971 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:00:01 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:00:06 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:02:06 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:02:31 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:02:32 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:10:55 +0530] "GET /medicare/show/2/product HTTP/1.1" 200 7190
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:10:55 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:12:15 +0530] "GET /medicare/cart/add/2/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:12:15 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:12:15 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:08 +0530] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:09 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:11 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:17 +0530] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:17 +0530] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:18 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:18 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:19 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:20 +0530] "GET /medicare/json/data/all/products?_=1660902259439 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:20 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:14:25 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:51 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:52 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:53 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:59 +0530] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:59 +0530] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:15:59 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:00 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:01 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:01 +0530] "GET /medicare/json/data/all/products?_=1660902361322 HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:01 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:07 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:12 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:12 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:13 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:14 +0530] "GET /medicare/json/data/all/products?_=1660902374073 HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:19 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:21 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:21 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:22 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:16:23 +0530] "GET /medicare/json/data/all/products?_=1660902382982 HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:16 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:17 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:20 +0530] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:21 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:27 +0530] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:27 +0530] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:28 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:28 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:29 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:29 +0530] "GET /medicare/json/data/all/products?_=1660902509337 HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:29 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:34 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:40 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:40 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:41 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:41 +0530] "GET /medicare/json/data/all/products?_=1660902521701 HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:47 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:48 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:48 +0530] "GET /medicare/cart/show?result=maximum HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [19/Aug/2022:15:18:49 +0530] "GET /medicare/cart/validate HTTP/1.1" 302 -
